Ticket ID,Creation Timestamp,Channel,Category,Priority,Subject,Description
TID-24F17F15,2024-04-24 08:50:00,API,Account Management,Medium,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-01A90CCB,2024-07-22 08:16:00,Email,Technical Issue,High,Application crashing on startup,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-FC339A92,2024-02-27 09:45:00,Email,Billing & Payment,Medium,Question about my latest invoice,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-D658B8EF,2024-02-25 03:24:00,Email,General Feedback,Low,Excellent customer support experience,The initial setup and onboarding tour was a bit overwhelming. It might be better to break it into smaller steps.
TID-D9B85A34,2024-08-05 05:25:00,Web,Technical Issue,Medium,File export failing for large datasets,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-CEB237D3,2024-02-20 14:36:00,API,Product Inquiry,Low,How to export data to PDF?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-99B6A8DA,2024-08-09 22:13:00,Email,Account Management,High,Need to change the primary email,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-ADF80BED,2024-09-20 02:50:00,Email,Account Management,High,Process for transferring account ownership,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-D81719D0,2024-08-05 11:45:00,Web,Technical Issue,Medium,File export failing for large datasets,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-2D7DE543,2024-03-05 09:16:00,Email,General Feedback,Low,The onboarding process could be improved,The initial setup and onboarding tour was a bit overwhelming. It might be better to break it into smaller steps.
TID-A6BAFBF8,2024-03-16 20:09:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-82E9C4A7,2024-03-21 10:30:00,Phone,Product Inquiry,Low,Integration with third-party calendar apps,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-09FE9AB7,2024-04-04 04:35:00,Phone,Product Inquiry,Low,Is there a mobile app?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-0B64BC6D,2024-01-21 23:24:00,Email,Billing & Payment,Medium,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-6478174A,2024-01-28 20:24:00,Web,Technical Issue,High,Search functionality not returning all results,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-9759753A,2024-01-19 16:44:00,Web,Account Management,High,New user invitation link has expired,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-DFEB82E1,2024-10-02 07:00:00,Email,Billing & Payment,Low,Request for past invoices,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-6D0731DD,2024-09-23 05:00:00,Email,Technical Issue,High,Dashboard widgets not refreshing,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-BF6D169E,2024-04-24 23:50:00,Web,General Feedback,Low,Excellent customer support experience,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-972B5016,2024-02-07 01:32:00,Email,Technical Issue,High,Website is loading very slowly,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-14817A42,2024-03-23 22:48:00,Email,Technical Issue,High,Error message when saving a new project,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-2D19BD2D,2024-04-09 00:52:00,Phone,Billing & Payment,Medium,Payment failed but my card was charged,I want to upgrade from the 'Standard' plan to the 'Enterprise' plan. How does proration work?
TID-8EC1D500,2024-08-04 02:50:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-C7716459,2024-03-30 21:54:00,Email,Product Inquiry,Low,Data retention policy clarification,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-B5C9CAD1,2024-04-13 17:15:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-12102B7E,2024-02-16 07:40:00,Web,Product Inquiry,Low,Is there a mobile app?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-1BFFD9A8,2024-07-12 09:36:00,Web,Technical Issue,Medium,Unable to upload files - Permission Denied,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-3E7B35FF,2024-03-12 15:10:00,Email,Technical Issue,Medium,Mobile app drains battery,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-0F391C72,2024-05-02 05:43:00,Email,Billing & Payment,Low,Received fraud alert after payment,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-01C1567B,2024-06-28 18:36:00,Email,General Feedback,Low,Excellent customer support experience,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-E0183149,2024-07-24 03:17:00,Email,Account Management,High,Unable to reset password,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-728DF29A,2024-08-25 10:02:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-CC843D02,2024-03-15 01:00:00,Email,Technical Issue,Urgent,Search functionality not returning all results,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-01A279DC,2024-06-24 09:16:00,Email,Technical Issue,High,Unable to upload files - Permission Denied,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-31070EC9,2024-05-18 14:00:00,Phone,Technical Issue,Urgent,Mobile app drains battery,"When I try to access the analytics page page, it takes over a minute to load. Other sites are fine."
TID-A509E4F0,2024-02-02 15:12:00,Web,Billing & Payment,Low,Received fraud alert after payment,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-64308A47,2024-07-26 19:30:00,Email,Technical Issue,Medium,Website is loading very slowly,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-C12DD190,2024-06-26 21:40:00,Email,Billing & Payment,Low,How to upgrade my subscription?,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-65222017,2024-03-01 08:06:00,Web,Billing & Payment,Medium,Incorrect amount on invoice,I want to upgrade from the 'Pro' plan to the 'Enterprise' plan. How does proration work?
TID-CED6D2A3,2024-06-08 13:18:00,Email,Technical Issue,High,API returning 503 errors,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-BEFC8456,2024-08-07 14:25:00,API,Technical Issue,Low,Search functionality not returning all results,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-E222E332,2024-07-17 21:24:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-C3D496B7,2024-08-28 12:20:00,Email,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-FA046949,2024-01-17 13:02:00,Email,Technical Issue,Medium,Website is loading very slowly,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-3EA50EFE,2024-03-10 16:30:00,Web,Account Management,Low,Need to change the primary email,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-2F956E4D,2024-09-27 18:36:00,Web,Technical Issue,Low,Search functionality not returning all results,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-A458C540,2024-02-25 20:36:00,Phone,Technical Issue,High,Unable to upload files - Permission Denied,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 12:00 PM. Clearing cache did not help.
TID-5DBDD4A2,2024-07-04 09:00:00,Phone,Billing & Payment,High,Incorrect amount on invoice,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-F8B4068E,2024-04-21 09:48:00,Email,Technical Issue,Urgent,Website is loading very slowly,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-754385EB,2024-03-03 20:24:00,API,Product Inquiry,Low,Do you offer training or webinars?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-847AF185,2024-02-21 07:06:00,API,Account Management,High,How do I delete my account?,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-6037752A,2024-09-19 00:02:00,Web,Product Inquiry,Low,Data retention policy clarification,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-6BAD8015,2024-05-19 08:00:00,Email,Technical Issue,High,API returning 503 errors,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-62179EA3,2024-04-16 22:36:00,Email,Technical Issue,Medium,Dashboard widgets not refreshing,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-90F66BFC,2024-05-10 03:32:00,Web,Technical Issue,High,Dashboard widgets not refreshing,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-6D1E3BD4,2024-04-30 21:56:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-5D4D6B64,2024-04-23 23:51:00,Phone,Technical Issue,Medium,File export failing for large datasets,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-C3B3A036,2024-03-29 12:20:00,Web,Technical Issue,Medium,Application crashing on startup,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-05A94FB4,2024-04-17 02:26:00,Web,Technical Issue,High,Dashboard widgets not refreshing,"When I try to access the analytics page page, it takes over a minute to load. Other sites are fine."
TID-3CD2B2DA,2024-05-31 05:30:00,Web,Product Inquiry,Low,Do you offer training or webinars?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-C48779AD,2024-04-28 18:33:00,Web,Technical Issue,Urgent,Website is loading very slowly,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error 'ERR_TIMEOUT'."
TID-59324B87,2024-09-01 05:00:00,API,Billing & Payment,Medium,Received fraud alert after payment,I want to upgrade from the 'Basic' plan to the 'Pro' plan. How does proration work?
TID-181BB5D3,2024-07-02 21:15:00,Web,Technical Issue,High,Dashboard widgets not refreshing,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-B37F989C,2024-04-24 05:34:00,Email,Technical Issue,Medium,Application crashing on startup,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a CSV file. This started happening today."
TID-E8B1F7B4,2024-06-28 08:19:00,Phone,Account Management,Medium,New user invitation link has expired,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-1B653D26,2024-07-03 01:12:00,Web,Technical Issue,High,Error message when saving a new project,Our integration is failing because all calls to the /api/v2/data endpoint are returning a 503 Service Unavailable error.
TID-C7505A74,2024-06-02 20:54:00,Email,Technical Issue,High,Search functionality not returning all results,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-457BF45F,2024-05-31 14:10:00,Phone,Technical Issue,Medium,Website is loading very slowly,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-FFDBAB8F,2024-08-04 19:03:00,Web,Billing & Payment,High,Question about my latest invoice,I want to upgrade from the 'Basic' plan to the 'Pro' plan. How does proration work?
TID-E05D71DE,2024-06-05 08:04:00,Web,Technical Issue,Medium,Mobile app drains battery,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-C4127A47,2024-04-17 11:38:00,Web,Technical Issue,Low,Unable to upload files - Permission Denied,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-84315872,2024-07-22 00:18:00,Email,Technical Issue,Medium,Mobile app drains battery,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-F4473464,2024-05-20 04:00:00,Email,Technical Issue,Medium,Dashboard widgets not refreshing,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-DABE62C5,2024-03-06 15:08:00,Web,Product Inquiry,Low,Integration with third-party calendar apps,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-BDB98A46,2024-06-07 21:36:00,Phone,Technical Issue,High,API returning 503 errors,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Google Pixel 8."
TID-3BE96378,2024-05-29 14:52:00,Email,Billing & Payment,Medium,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-A909BE6C,2024-06-24 07:45:00,Email,Account Management,High,How do I delete my account?,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-276AAFCF,2024-04-29 09:00:00,Email,Product Inquiry,Low,How to export data to PDF?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-21E4CA96,2024-02-05 09:15:00,Web,Technical Issue,High,Mobile app drains battery,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-B7280971,2024-01-22 09:18:00,Phone,Account Management,Medium,Process for transferring account ownership,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'user@example.com'.
TID-3AA9AB7C,2024-02-05 09:45:00,Web,Account Management,Medium,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-90BCC720,2024-02-05 10:00:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-AEA1A02A,2024-05-22 22:05:00,Phone,Technical Issue,High,Website is loading very slowly,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-29734193,2024-09-07 11:42:00,Email,Technical Issue,Medium,Application crashing on startup,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: macOS Sonoma.
TID-0291BDBE,2024-03-11 12:30:00,Email,Billing & Payment,Medium,Received fraud alert after payment,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-CBAF6573,2024-08-10 13:40:00,Email,Billing & Payment,Low,Request for past invoices,I want to upgrade from the 'Standard' plan to the 'Enterprise' plan. How does proration work?
TID-47B4CCEA,2024-04-25 00:21:00,Email,Account Management,High,How do I delete my account?,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-F82B2C62,2024-05-20 19:00:00,Email,Billing & Payment,Low,Request for past invoices,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-B90CF92E,2024-06-15 14:01:00,Email,Account Management,High,User account locked,I need to update the primary email on my account from 'old.user@example.com' to 'new.user@example.com'. What's the process?
TID-4B4176C7,2024-05-02 03:24:00,Email,Billing & Payment,Medium,How to upgrade my subscription?,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'User License Overage'. Can you clarify?
TID-231C9927,2024-03-28 01:01:00,Email,Billing & Payment,Medium,Received fraud alert after payment,I want to upgrade from the 'Standard' plan to the 'Enterprise' plan. How does proration work?
TID-C995B1BB,2024-07-25 13:32:00,Web,Billing & Payment,Medium,Question about my latest invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-1A6C72FA,2024-09-26 21:45:00,Email,Product Inquiry,Low,How to export data to PDF?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-51BBEB6D,2024-07-11 14:52:00,Web,Billing & Payment,Medium,Question about my latest invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-0136ED4B,2024-04-27 15:10:00,Phone,Technical Issue,High,Mobile app drains battery,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-EDC1FAF1,2024-09-15 10:00:00,Email,Billing & Payment,High,Incorrect amount on invoice,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-F41E1A2E,2024-04-20 15:53:00,Web,Account Management,High,Process for transferring account ownership,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'demo_user@example.net'.
TID-B03E9B43,2024-06-23 01:40:00,Email,Technical Issue,High,Website is loading very slowly,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-11D80F67,2024-03-30 14:18:00,Phone,Technical Issue,Medium,Error message when saving a new project,"When I try to access the user settings page, it takes over a minute to load. Other sites are fine."
TID-809B147A,2024-04-20 18:14:00,Phone,Account Management,High,Need to change the primary email,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'demo_user@example.net'.
TID-D55D6352,2024-01-15 11:18:00,Phone,Billing & Payment,High,Incorrect amount on invoice,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-E007C9BF,2024-04-06 17:24:00,Email,Technical Issue,High,Mobile app drains battery,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a PDF file. This started happening today."
TID-A6DE190E,2024-07-14 11:35:00,API,Account Management,Medium,Unable to reset password,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-4AC0D3DA,2024-08-18 19:28:00,Web,Account Management,Medium,User account locked,I am no longer using this service and wish to permanently delete my account and all associated data.
TID-FAD8BF1D,2024-02-03 07:18:00,Email,Account Management,High,User account locked,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-0016688C,2024-08-26 00:08:00,Phone,Billing & Payment,Medium,Request for past invoices,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-0714BC62,2024-06-07 01:23:00,Phone,Billing & Payment,High,Request for past invoices,"My attempt to renew my subscription failed, but my bank statement shows a charge from your company. Please investigate."
TID-4F1CF55A,2024-02-22 04:00:00,Email,Account Management,Medium,Process for transferring account ownership,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-638594A1,2024-10-02 21:27:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-DCA359C0,2024-06-23 16:28:00,Email,Account Management,High,Need to change the primary email,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-C2C6A123,2024-07-05 12:27:00,Web,Billing & Payment,Low,Received fraud alert after payment,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-AC0BF265,2024-06-21 10:22:00,Web,Product Inquiry,Low,Data retention policy clarification,I would like to add my company logo to the reports I generate. Can I create custom templates?
TID-B171CE1B,2024-04-23 13:00:00,Web,Technical Issue,Medium,Search functionality not returning all results,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-B2F7C195,2024-08-24 05:00:00,Email,Account Management,Medium,How do I delete my account?,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.hire@example.org'?"
TID-12D16E00,2024-02-29 08:25:00,Web,Technical Issue,Urgent,Error message when saving a new project,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-76CE17AC,2024-09-26 09:12:00,Email,General Feedback,Low,App is much faster now,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-A4452563,2024-06-07 12:33:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-8698AA88,2024-07-29 12:20:00,Email,Billing & Payment,Low,Received fraud alert after payment,I want to upgrade from the 'Basic' plan to the 'Enterprise' plan. How does proration work?
TID-2E9E0C36,2024-08-22 04:39:00,Web,General Feedback,Low,The onboarding process could be improved,Just wanted to say that the new reporting dashboard you launched last month is fantastic! It's a huge improvement.
TID-3F057F11,2024-01-20 06:36:00,Email,Technical Issue,Low,Website is loading very slowly,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-4D241CDB,2024-03-02 19:38:00,Web,Technical Issue,High,File export failing for large datasets,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-F87C6434,2024-03-21 17:56:00,Email,Technical Issue,High,Error message when saving a new project,"I'm trying to export a report with 100000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-8B57C117,2024-08-24 20:00:00,Phone,Technical Issue,High,Mobile app drains battery,"I'm trying to export a report with 50000 rows to CSV, but it times out with the error '500_INTERNAL_SERVER_ERROR'."
TID-561F90CC,2024-03-31 06:08:00,Phone,Technical Issue,High,Error message when saving a new project,"When I try to access the dashboard page, it takes over a minute to load. Other sites are fine."
TID-7198F4D6,2024-04-16 20:15:00,Web,Technical Issue,High,Mobile app drains battery,"When I try to access the dashboard page, it takes over a minute to load. Other sites are fine."
TID-EF3D9BEB,2024-01-25 01:00:00,Email,Account Management,High,User account locked,The manager of our corporate account has left the company. I need to take over ownership. What are the next steps?
TID-C16F0BD1,2024-08-10 21:46:00,Email,Technical Issue,Urgent,Error message when saving a new project,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-C3A8BB9E,2024-06-10 09:40:00,Email,Technical Issue,Medium,Mobile app drains battery,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-3D7F02BF,2024-07-15 23:33:00,Email,Technical Issue,Medium,Search functionality not returning all results,The data on my main dashboard appears to be stale. It's stuck on data from this morning at 10:30 AM. Clearing cache did not help.
TID-7701B657,2024-04-05 03:40:00,Email,Technical Issue,Medium,Search functionality not returning all results,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-EF693A8D,2024-07-27 22:44:00,API,Account Management,Medium,Process for transferring account ownership,I need to update the primary email on my account from 'old.user@example.com' to 'new.user@example.com'. What's the process?
TID-2A29E380,2024-09-25 06:42:00,Phone,Product Inquiry,Low,Is there a mobile app?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-EE520632,2024-03-14 21:25:00,Email,Account Management,Medium,Need to change the primary email,My account is locked due to too many failed login attempts. I need urgent access for a presentation. Please unlock username 'test@example.org'.
TID-88FE9D4A,2024-05-13 05:16:00,Phone,Technical Issue,Low,Mobile app drains battery,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
TID-7DA5C05D,2024-05-22 18:00:00,API,Technical Issue,High,API returning 503 errors,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Windows 11.
TID-AC1069A3,2024-04-24 07:24:00,Email,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-8986981E,2024-03-10 05:31:00,Web,Billing & Payment,Low,Received fraud alert after payment,My credit card company flagged a recent payment attempt to you as fraudulent. Can you confirm your payment processor is secure?
TID-711C6F3A,2024-09-25 18:00:00,Email,Billing & Payment,High,Request for past invoices,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-2F70F0E3,2024-10-12 11:00:00,Email,Technical Issue,High,File export failing for large datasets,Our integration is failing because all calls to the /api/v2/users endpoint are returning a 503 Service Unavailable error.
TID-83685A8E,2024-02-22 15:44:00,Email,Technical Issue,Medium,File export failing for large datasets,The desktop application closes immediately after I launch it. I have already tried reinstalling and restarting. OS: Ubuntu 22.04.
TID-F074A6AA,2024-01-29 21:36:00,Email,Technical Issue,Medium,Application crashing on startup,The search feature is not finding documents that I know exist. It seems to be an issue with recently indexed content.
TID-93996B66,2024-09-14 04:12:00,Phone,Product Inquiry,Low,Integration with third-party calendar apps,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-E1C876F5,2024-03-29 09:05:00,Phone,Technical Issue,Urgent,Application crashing on startup,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a iPhone 15 Pro."
TID-4B8A41BD,2024-06-20 16:12:00,Web,Product Inquiry,Low,Data retention policy clarification,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-C149B380,2024-01-22 19:03:00,Web,General Feedback,Low,UI is confusing for new users,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-558DCD57,2024-03-15 04:08:00,Email,Product Inquiry,Low,Do you offer training or webinars?,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-22EF42D1,2024-05-13 17:24:00,Email,Product Inquiry,Low,Is it possible to customize report templates?,I am often on the go and would love to access my data from a mobile app. Is one available for iOS or Android?
TID-EEE463DB,2024-06-08 23:10:00,Email,General Feedback,Low,App is much faster now,"As a new user, I found the settings menu difficult to navigate. The icons weren't very intuitive."
TID-25BCA228,2024-06-18 13:01:00,Email,Product Inquiry,Low,Is there a mobile app?,I need to export a report to PDF for a presentation. I can only see CSV and Excel options. Is this possible?
TID-75A0BA44,2024-06-16 05:00:00,Email,Account Management,Medium,Process for transferring account ownership,I've tried the 'Forgot Password' link several times for username 'demo_user@example.net' but I'm not receiving the email. I checked my spam folder.
TID-84F427C6,2024-08-19 15:01:00,Email,Product Inquiry,Low,Is there a mobile app?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-19084039,2024-02-08 12:44:00,Email,Billing & Payment,Low,Incorrect amount on invoice,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-B471E2C8,2024-09-12 14:45:00,Email,Product Inquiry,Low,Do you offer training or webinars?,My team is new to your platform and we would like to get up to speed. Do you offer any live training sessions?
TID-B892757E,2024-09-17 11:04:00,Email,Billing & Payment,Medium,Incorrect amount on invoice,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'Service Adjustment'. Can you clarify?
TID-FEEEA44F,2024-07-10 07:40:00,Web,Technical Issue,Medium,Mobile app drains battery,"I'm trying to export a report with 10000 rows to CSV, but it times out with the error 'ERR_FAILED'."
TID-C338AFAD,2024-02-25 06:54:00,Email,Billing & Payment,High,Request for past invoices,I am looking at invoice INV-2025-4900 and I don't understand the charge for 'API Usage Fee'. Can you clarify?
TID-C2410272,2024-05-02 04:09:00,Email,Billing & Payment,Medium,Payment failed but my card was charged,Could you please provide PDF copies of all invoices for my account (50933) for the last fiscal year?
TID-173BF86C,2024-08-08 03:40:00,Web,Account Management,Medium,How do I delete my account?,I've tried the 'Forgot Password' link several times for username 'user@example.com' but I'm not receiving the email. I checked my spam folder.
TID-E849F953,2024-03-08 06:48:00,Web,Technical Issue,High,File export failing for large datasets,"I am an admin, but I keep getting a 'Permission Denied' error when I try to upload a ZIP archive file. This started happening today."
TID-5D02B528,2024-05-14 05:32:00,Phone,Technical Issue,Medium,Search functionality not returning all results,"Since the last update, the mobile app is using a significant amount of battery, even in the background. My device is a Samsung Galaxy S24."
TID-115927EF,2024-05-28 14:46:00,Email,Product Inquiry,Low,Integration with third-party calendar apps,I want to sync project deadlines from your platform to my Google Calendar. Do you have an integration for that?
TID-96873404,2024-08-22 18:12:00,Phone,Account Management,Low,User account locked,"I sent an invite to a new team member, but the link expired. Can you please resend it to 'new.user@example.com'?"
TID-216CAC98,2024-04-29 23:50:00,Email,Billing & Payment,Medium,Request for past invoices,"Invoice INV-2025-4900 shows a total of $318.00, but it should be $155.00. It seems I was double-charged."
TID-3D435921,2024-08-22 21:28:00,Web,Technical Issue,Medium,Application crashing on startup,"Every time I click 'Save' on a new project, I get a generic 'Error 500: Internal Server Error'."
